Mod:Item:MetaData, Localized Name
moreplanets:infected_silicon_ore, Infected Silicon Ore
moreplanets:inferumite_crystal_ore, Inferumite Crystal Ore
moreplanets:infected_oak_log, Infected Oak Log
moreplanets:infected_deadwood_log, Infected Deadwood Log
moreplanets:infected_spruce_log, Infected Spruce Log
moreplanets:infected_jungle_log, Infected Jungle Log
moreplanets:alien_berry_oak_log, Alien Berry Oak Log
moreplanets:oscalea_log, Oscalea Log
moreplanets:frolia_log, Frolia Log
moreplanets:oscalea_planks, Oscalea Planks
moreplanets:frolia_planks, Frolia Planks
moreplanets:infected_oak_planks, Infected Oak Planks
moreplanets:infected_spruce_planks, Infected Spruce Planks
moreplanets:alien_berry_oak_planks, Alien Berry Oak Planks
moreplanets:infected_oak_leaves, Infected Oak Leaves
moreplanets:infected_spruce_leaves, Infected Spruce Leaves
moreplanets:infected_jungle_leaves, Infected Jungle Leaves
moreplanets:alien_berry_oak_leaves, Alien Berry Oak Leaves
moreplanets:oscalea_leaves, Oscalea Leaves
moreplanets:frolia_leaves, Frolia Leaves
moreplanets:flowering_frolia_leaves, Flowering Frolia Leaves
moreplanets:infected_oak_sapling, Infected Oak Sapling
moreplanets:infected_spruce_sapling, Infected Spruce Sapling
moreplanets:infected_jungle_sapling, Infected Jungle Sapling
moreplanets:alien_berry_oak_sapling, Alien Berry Oak Sapling
moreplanets:pure_herb, Pure Herb
moreplanets:terrapuff_herb, Terrapuff Herb
moreplanets:batasia_dandelion, Bastasia Dandelion
moreplanets:pyolonia, Pyolonia
moreplanets:philipy, Philipy
moreplanets:white_tail, White Tail
moreplanets:vealium_vines, Vealium Vines
moreplanets:terrashroom, Terrashroom
moreplanets:nemophila, Nemophila
moreplanets:pink_blechnum, Pink Blechnum
moreplanets:purple_bush, Purple Bush
moreplanets:fronos_fern, Fronos Fern
moreplanets:fronos_lily_pad, Fronos Lily Pad
moreplanets:fronos_mushroom, Fronos Mushroom
moreplanets:oscalea_sapling, Oscalea Sapling
moreplanets:frolia_sapling, Frolia Sapling
moreplanets:infected_crafting_table, Infected Crafting Table
moreplanets:alien_berry_crafting_table, Alien Berry Crafting Table
moreplanets:infected_oak_bookshelf, Infected Oak Bookshelf
moreplanets:alien_berry_oak_bookshelf, Alien Berry Oak Bookshelf
moreplanets:infected_oak_fence, Infected Oak Fence
moreplanets:alien_berry_oak_fence, Alien Berry Oak Fence
moreplanets:infected_grass_path, Infected Grass Path
moreplanets:green_vein_grass_path, Green Vein Grass Path
moreplanets:infected_farmland, Infected Farmland
moreplanets:infected_sand, Infected Sand
moreplanets:infected_cactus, Infected Cactus
moreplanets:infected_water_fluid_mp, Infected Water
moreplanets:infected_vines, Infected Vines
moreplanets:sporelily, Sporelily
moreplanets:infected_oak_fence_gate, Infected Oak Fence Gate
moreplanets:nibiru_ancient_chest, Nibiru Ancient Chest
moreplanets:infected_snow, Infected Snow
moreplanets:purified_snow, Purified Snow
moreplanets:infected_ice, Infected Ice
moreplanets:infected_packed_ice, Infected Packed Ice
moreplanets:infected_snow_layer, tile.infected_snow_layer.name
moreplanets:purified_snow_layer, tile.purified_snow_layer.name
moreplanets:green_vein_grass_block, Green Vein Grass Block
moreplanets:infected_melon, Infected Melon
moreplanets:infected_gravel, Infected Gravel
moreplanets:infected_clay, Infected Clay
moreplanets:nibiru_treasure_chest, Nibiru Treasure Chest
moreplanets:infected_chest, Infected Chest
moreplanets:alien_berry_chest, Alien Berry Chest
moreplanets:multalic_crystal, Multalic Crystal
moreplanets:infected_prismarine, Infected Prismarine
moreplanets:infected_prismarine_bricks, Infected Prismarine Bricks
moreplanets:infected_dark_prismarine, Infected Dark Prismarine
moreplanets:infected_sea_lantern, Infected Sea Lantern
moreplanets:infected_sponge, Infected Sponge
moreplanets:infected_wet_sponge, Infected Wet Sponge
moreplanets:infected_seaweed, Infected Seaweed
moreplanets:oil_ore, Oil Ore
moreplanets:helium_gas, Helium Gas
moreplanets:infected_vines_dirt, Infected Vines Dirt
moreplanets:infected_torch, Infected Torch
moreplanets:infected_furnace, Infected Furnace
moreplanets:terrastone_furnace, Terrastone Furnace
moreplanets:juicer_egg, Juicer Egg
moreplanets:nuclear_waste_tank, Nuclear Waste Tank
moreplanets:nuclear_waste_fluid, Nuclear Waste
moreplanets:vein_frame, Vein Frame
moreplanets:nuclear_waste_generator, Nuclear Waste Generator
moreplanets:alien_berry_oak_fence_gate, Alien Berry Oak Fence Gate
moreplanets:multalic_crystal_block, Block of Multalic Crystal
moreplanets:terrastone, Terrastone
moreplanets:purified_water_fluid, Purified Water
moreplanets:purified_gravel, Purified Gravel
moreplanets:huge_terrashroom_block, Terrashroom Block
moreplanets:sealable_nuclear_waste_rod, Sealable Nuclear Waste Rod
moreplanets:nibiru_dungeon_brick_stairs, Nibiru Dungeon Brick Stairs
moreplanets:infected_oak_stairs, Infected Oak Stairs
moreplanets:alien_berry_oak_stairs, Alien Berry Oak Stairs
moreplanets:infected_prismarine_stairs, Infected Prismarine Stairs
moreplanets:infected_prismarine_brick_stairs, Infected Prismarine Brick Stairs
moreplanets:infected_dark_prismarine_stairs, Infected Dark Prismarine Stairs
moreplanets:infected_vein_stone_bricks_stairs, Infected Vein Stone Bricks Stairs
moreplanets:cracked_infected_stone_bricks_stairs, Cracked Infected Stone Bricks
moreplanets:infected_cut_sandstone_stairs, Infected Cut Sandstone Stairs
moreplanets:nibiru_cobblestone_stairs, Nibiru Cobblestone Stairs
moreplanets:infected_stone_bricks_stairs, Infected Stone Bricks Stairs
moreplanets:infected_sandstone_stairs, Infected Sandstone Stairs
moreplanets:terrastone_stairs, Terrastone Stairs
moreplanets:infected_prismarine_slab, Infected Prismarine Slab
moreplanets:infected_prismarine_brick_slab, Infected Prismarine Brick Slab
moreplanets:infected_dark_prismarine_slab, Infected Dark Prismarine Slab
moreplanets:infected_stone_bricks_slab, Infected Stone Bricks Slab
moreplanets:infected_vein_stone_bricks_slab, Infected Vein Stone Bricks Slab
moreplanets:infected_cracked_stone_bricks_slab, Cracked Infected Stone Bricks Slab
moreplanets:terrastone_slab, Terrastone Slab
moreplanets:infected_sandstone_slab, Infected Sandstone Slab
moreplanets:infected_cut_sandstone_slab, Infected Cut Sandstone Slab
moreplanets:empty_capsule, Empty Capsule
moreplanets:infected_spore_protection_capsule, Infected Spore Protection Capsule
moreplanets:dark_energy_protection_capsule, Dark Energy Protection Capsule
moreplanets:laser_bullet, Laser Bullet
moreplanets:infected_purlonite_laser_bullet, Infected Purlonite Laser Bullet
moreplanets:ion_cannon_schematic, item.ion_cannon_schematic.name
moreplanets:black_hole_storage_schematic, item.black_hole_storage_schematic.name
moreplanets:zelius_fish, Zelius Fish
moreplanets:glowing_alien_fish, Glowing Alien Fish
moreplanets:cheese_fish, Cheese Fish
moreplanets:space_warper_core, Space Warper Core
moreplanets:space_bow, Space Bow
moreplanets:space_fishing_rod, Space Fishing Rod
moreplanets:blue_dye, Blue Dye
moreplanets:laser_gun, Laser Gun
moreplanets:alien_defender_reinforcement, Alien Defender Reinforcement
moreplanets:creative_space_kit, Creative Space Kit
moreplanets:vein_floater_disc, item.vein_floater_disc.name
moreplanets:upgrade_template, Upgrade Template
moreplanets:shield_damage_upgrade, Shield Damage Upgrade
moreplanets:shield_size_upgrade, Shield Size Upgrade
moreplanets:shield_capacity_upgrade, Shield Capacity Upgrade
moreplanets:machine_speed_upgrade, Machine Speed Upgrade
moreplanets:gravity_amulet, Gravity Amulet (WIP)
moreplanets:illenium_ingot, Illenium Ingot
moreplanets:setrorium_shard, Setrorium Shard
moreplanets:compressed_illenium, Compressed Illenium
moreplanets:compressed_setrorium, Compressed Setrorium
moreplanets:infected_purlonite_shard, Infected Purlonite Shard
moreplanets:alien_miner_part, Alien Miner Part
moreplanets:glowing_iron_ingot, Glowing Iron Ingot
moreplanets:black_hole_fragments, Black Hole Fragments
moreplanets:anti_gravity_fragments, Anti Gravity Fragments
moreplanets:infected_purlonite_bomb, Infected Purlonite Bomb
moreplanets:diona_dungeon_key, Diona Dungeon Key
moreplanets:infected_purlonite_slimeball, Infected Purlonite Slimeball
moreplanets:infected_purlonite_arrow, Infected Purlonite Arrow
moreplanets:dark_energy_pearl, Dark Energy Pearl
moreplanets:anti_gravity_arrow, Anti Gravity Arrow
moreplanets:illenium_sword, Illenium Sword
moreplanets:illenium_shovel, Illenium Shovel
moreplanets:illenium_pickaxe, Illenium Pickaxe
moreplanets:illenium_axe, Illenium Axe
moreplanets:illenium_hoe, Illenium Hoe
moreplanets:illenium_helmet, Illenium Helmet
moreplanets:illenium_chestplate, Illenium Chestplate
moreplanets:illenium_leggings, Illenium Leggings
moreplanets:illenium_boots, Illenium Boots
moreplanets:breathable_illenium_helmet, Breathable Illenium Helmet
moreplanets:diremsium_ingot, Diremsium Ingot
moreplanets:zyptorium_ingot, Zyptorium Ingot
moreplanets:compressed_diremsium, Compressed Diremsium
moreplanets:compressed_zyptorium, Compressed Zyptorium
moreplanets:cheese_milk_curd, Cheese Milk Curd
moreplanets:raw_cheese_beef, Raw Cheese Beef
moreplanets:cooked_cheese_beef, Cooked Cheese Steak
moreplanets:cheese_spore_berry, Cheese Spore Berry
moreplanets:cheese_slimeball, Cheese Slimeball
moreplanets:cheese_spore_item, Cheese Spore
moreplanets:cheese_spore_seed, Cheese Spore Seed
moreplanets:chalos_dungeon_key, Chalos Dungeon Key
moreplanets:cheese_spore_door, Cheese Spore Door
moreplanets:inferumite_crystal, Inferumite Crystal
moreplanets:multalic_crystal_pieces, Multalic Crystal Pieces
moreplanets:infected_coal, Infected Coal
moreplanets:infected_charcoal, Infected Charcoal
moreplanets:shlime_tail, Shlime Tail
moreplanets:infected_prismarine_shard, Infected Prismarine Shard
moreplanets:infected_prismarine_crystals, Infected Prismarine Crystals
moreplanets:infected_apple, Infected Apple
moreplanets:infected_golden_apple, Infected Golden Apple
moreplanets:enchanted_infected_golden_apple, item.enchanted_infected_golden_apple.name
moreplanets:infected_melon_slice, Infected Melon Slice
moreplanets:alien_berry, Alien Berry
moreplanets:golden_alien_berry, Golden Alien Berry
moreplanets:terraberry, Terraberry
moreplanets:raw_shlime_meat, Raw Shlime Meat
moreplanets:cooked_shlime_meat, Cooked Shlime Meat
moreplanets:infected_wheat_seeds, Infected Wheat Seeds
moreplanets:infected_oak_door, Infected Oak Door
moreplanets:alien_berry_oak_door, Alien Berry Oak Door
moreplanets:infected_wheat, Infected Wheat
moreplanets:infected_clay_ball, Infected Clay Ball
moreplanets:infected_snowball, Infected Snowball
moreplanets:purified_snowball, Purified Snowball
moreplanets:nibiru_dungeon_key, Nibiru Dungeon Key
moreplanets:nibiru_dungeon_key_bow, Nibiru Dungeon Key Bow
moreplanets:nibiru_dungeon_key_blade, Nibiru Dungeon Key Blade
moreplanets:infected_sugar_cane, Infected Sugar Cane
moreplanets:infected_egg, Infected Egg
moreplanets:infected_arrow, Infected Arrow
moreplanets:infected_melon_seeds, Infected Melon Seeds
moreplanets:vein_eye, Vein Eye
moreplanets:waste_rod_picker, Waste Rod Picker
moreplanets:nuclear_waste_rod, Nuclear Waste Rod
moreplanets:gravity_boots, Gravity Boots
moreplanets:extrailonite_ingot, Extrailonite Ingot
moreplanets:compressed_extrailonite, Compressed Extrailonite
moreplanets:oscalea_door, Oscalea Door
moreplanets:frolia_door, Frolia Door
moreplanets:strawberry, Strawberry
moreplanets:giant_blueberry, Giant Blueberry
moreplanets:chocolate_bar, Chocolate Bar
moreplanets:jelly_beans, Jelly Beans
moreplanets:marshmallow, Marshmallow
moreplanets:cooked_marshmallow, Cooked Marshmallow
moreplanets:blue_pear, Blue Pear
moreplanets:red_candy_cane_stick, Red Candy Cane Stick
moreplanets:green_candy_cane_stick, Green Candy Cane Stick
moreplanets:blue_candy_cane_stick, Blue Candy Cane Stick
moreplanets:orange_candy_cane_stick, Orange Candy Cane Stick
moreplanets:pink_candy_cane_stick, Pink Candy Cane Stick
moreplanets:yellow_candy_cane_stick, Yellow Candy Cane Stick
moreplanets:purple_candy_cane_stick, Purple Candy Cane Stick
moreplanets:rainbow_candy_cane_stick, Rainbow Candy Cane Stick
moreplanets:grape_jelly, Grape Jelly
moreplanets:raspberry_jelly, Raspberry Jelly
moreplanets:strawberry_jelly, Strawberry Jelly
moreplanets:berry_jelly, Berry Jelly
moreplanets:lime_jelly, Lime Jelly
moreplanets:orange_jelly, Orange Jelly
moreplanets:green_jelly, Green Jelly
moreplanets:lemon_jelly, Lemon Jelly
moreplanets:diremsium_sword, Diremsium Sword
moreplanets:diremsium_shovel, Diremsium Shovel
moreplanets:diremsium_pickaxe, Diremsium Pickaxe
moreplanets:diremsium_axe, Diremsium Axe
moreplanets:diremsium_hoe, Diremsium Hoe
moreplanets:cheese_spore_wood_sword, Cheese Spore Wooden Sword
moreplanets:cheese_spore_wood_shovel, Cheese Spore Wooden Shovel
moreplanets:cheese_spore_wood_pickaxe, Cheese Spore Wooden Pickaxe
moreplanets:cheese_spore_wood_axe, Cheese Spore Wooden Axe
moreplanets:cheese_spore_wood_hoe, Cheese Spore Wooden Hoe
moreplanets:infected_wood_sword, Infected Wooden Sword
moreplanets:infected_wood_shovel, Infected Wooden Shovel
moreplanets:infected_wood_pickaxe, Infected Wooden Pickaxe
moreplanets:infected_wood_axe, Infected Wooden Axe
moreplanets:infected_wood_hoe, Infected Wooden Hoe
moreplanets:alien_berry_wood_sword, Alien Berry Wooden Sword
moreplanets:alien_berry_wood_shovel, Alien Berry Wooden Shovel
moreplanets:alien_berry_wood_pickaxe, Alien Berry Wooden Pickaxe
moreplanets:alien_berry_wood_axe, Alien Berry Wooden Axe
moreplanets:alien_berry_wood_hoe, Alien Berry Wooden Hoe
moreplanets:nibiru_stone_sword, Nibiru Stone Sword
moreplanets:nibiru_stone_shovel, Nibiru Stone Shovel
moreplanets:nibiru_stone_pickaxe, Nibiru Stone Pickaxe
moreplanets:nibiru_stone_axe, Nibiru Stone Axe
moreplanets:nibiru_stone_hoe, Nibiru Stone Hoe
moreplanets:multalic_crystal_sword, Multalic Crystal Sword
moreplanets:multalic_crystal_shovel, Multalic Crystal Shovel
moreplanets:multalic_crystal_pickaxe, Multalic Crystal Pickaxe
moreplanets:multalic_crystal_axe, Multalic Crystal Axe
moreplanets:multalic_crystal_hoe, Multalic Crystal Hoe
moreplanets:diremsium_helmet, Diremsium Helmet
moreplanets:diremsium_chestplate, Diremsium Chestplate
moreplanets:diremsium_leggings, Diremsium Leggings
moreplanets:diremsium_boots, Diremsium Boots
moreplanets:breathable_diremsium_helmet, Breathable Diremsium Helmet
moreplanets:multalic_crystal_helmet, Multalic Crystal Helmet
moreplanets:multalic_crystal_chestplate, Multalic Crystal Chestplate
moreplanets:multalic_crystal_leggings, Multalic Crystal Leggings
moreplanets:multalic_crystal_boots, Multalic Crystal Boots
moreplanets:breathable_multalic_crystal_helmet, Breathable Multalic Crystal Helmet
opencomputers:adapter:0, Adapter
opencomputers:assembler:0, Electronics Assembler
opencomputers:cable:0, Cable
opencomputers:capacitor:0, Capacitor
opencomputers:case1:0, Computer Case (Tier 1)
opencomputers:case3:0, Computer Case (Tier 3)
opencomputers:case2:0, Computer Case (Tier 2)
opencomputers:chameliumblock:0, Block of Chamelium
opencomputers:charger:0, Charger
opencomputers:disassembler:0, Disassembler
opencomputers:diskdrive:0, Disk Drive
opencomputers:geolyzer:0, Geolyzer
opencomputers:hologram1:0, Hologram Projector (Tier 1)
opencomputers:hologram2:0, Hologram Projector (Tier 2)
opencomputers:keyboard:0, Keyboard
opencomputers:motionsensor:0, Motion Sensor
opencomputers:powerconverter:0, Power Converter
opencomputers:powerdistributor:0, Power Distributor
opencomputers:printer:0, 3D Printer
opencomputers:raid:0, Raid
opencomputers:redstone:0, Redstone I/O
opencomputers:relay:0, Relay
opencomputers:screen1:0, Screen (Tier 1)
opencomputers:screen3:0, Screen (Tier 3)
opencomputers:screen2:0, Screen (Tier 2)
opencomputers:rack:0, Rack
opencomputers:waypoint:0, Waypoint
opencomputers:casecreative:0, Computer Case (Creative)
opencomputers:microcontroller:0, Microcontroller
opencomputers:print:0, 3D Print
opencomputers:robotafterimage:0, Robot
opencomputers:robot:0, robot.name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
